Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Age,Join_Date,Tenure_Years,Department,Job_Title,Manager_Name,Location,Country,Salary,Bonus,Total_Compensation,Performance_Rating,Employment_Status,Active_Status
2374,Hank,Brown,Male,29-01-1970,55,27-06-2007,18,IT,Coordinator,Robert,New York,Australia,9187,4497,114741,3,Contract,Inactive
2375,Diana,Lewis,Female,02-10-1995,29,24-12-2012,12,Finance,Coordinator,Angela,Bangalore,Canada,6265,2508,77688,1,Part-Time,Inactive
2376,Jack,Wilson,Female,10-12-1992,32,22-10-2013,11,Sales,Manager,Priya,Toronto,Canada,7661,1832,93764,2,Full-Time,Active
2377,Eve,Wilson,Female,04-02-1975,50,16-09-2008,16,Marketing,Executive,Tom,Bangalore,UK,6293,4853,80369,2,Full-Time,Active
2378,Eve,Williams,Male,22-09-1991,33,22-10-2015,9,IT,Manager,Priya,London,India,6737,1265,82109,4,Full-Time,Active
2379,Frank,Clark,Male,16-01-1977,48,10-11-2013,11,Sales,Coordinator,Angela,New York,USA,8008,3939,100035,1,Full-Time,Active
2380,Grace,Khan,Female,17-01-1992,33,28-05-2012,13,Marketing,Executive,Robert,London,UK,8589,4844,107912,1,Contract,Active
2381,Hank,Clark,Female,12-10-1986,38,18-07-2011,13,Sales,Manager,Angela,New York,Australia,6879,1917,84465,1,Full-Time,Active
2382,Hank,Davis,Male,28-12-1980,44,28-02-2016,9,Marketing,Manager,Angela,Toronto,UK,4563,4816,59572,2,Full-Time,Active
2383,Bob,Brown,Female,23-08-1981,43,30-12-2014,10,Marketing,Executive,Tom,New York,Australia,8644,3396,107124,2,Part-Time,Inactive
2384,Ivy,Khan,Male,29-10-1975,49,09-04-2006,19,Sales,Coordinator,Angela,Sydney,Canada,8161,4952,102884,5,Part-Time,Active
2385,Grace,Johnson,Male,10-08-1997,27,14-10-2015,9,IT,Executive,Tom,Sydney,USA,8071,4314,101166,3,Part-Time,Active
2386,Diana,Wilson,Male,31-05-1977,48,01-02-2023,2,Sales,Coordinator,Tom,Sydney,USA,5115,4551,65931,1,Part-Time,Active
2387,Diana,Brown,Female,13-03-1997,28,09-12-2007,17,Sales,Analyst,Priya,Bangalore,USA,5207,2530,65014,5,Full-Time,Inactive
2388,Hank,Lee,Male,01-10-1999,25,30-11-2019,5,IT,Coordinator,Robert,Sydney,Canada,7862,2374,96718,4,Part-Time,Inactive
2389,Diana,Davis,Female,19-12-1974,50,19-04-2006,19,Sales,Coordinator,Tom,New York,Australia,6246,1164,76116,1,Contract,Active
2390,Frank,Lewis,Male,27-05-1991,34,24-08-2018,6,Finance,Analyst,John,London,Canada,9798,3208,120784,1,Full-Time,Active
2391,Eve,Davis,Female,12-11-1992,32,28-07-2007,17,Finance,Manager,Priya,Bangalore,USA,8839,4293,110361,5,Full-Time,Active
2392,Charlie,Brown,Female,15-05-1993,32,30-10-2022,2,Finance,Manager,Tom,Toronto,USA,4371,4174,56626,3,Full-Time,Active
2393,Jack,Johnson,Male,27-12-1992,32,03-08-2008,16,Marketing,Coordinator,Tom,Bangalore,USA,9947,4680,124044,4,Part-Time,Active
2394,Bob,Wilson,Male,04-10-2000,24,20-10-2023,1,HR,Analyst,Priya,London,Australia,6359,3057,79365,4,Contract,Inactive
2395,Ivy,Smith,Male,30-04-2000,25,30-05-2011,14,Sales,Analyst,Angela,Sydney,Australia,7447,2471,91835,4,Full-Time,Active
2396,Jack,Smith,Male,06-04-1993,32,22-08-2014,10,HR,Executive,Tom,London,UK,4419,1185,54213,2,Contract,Active
2397,Ivy,Brown,Female,14-11-1999,25,09-02-2016,9,Finance,Coordinator,Robert,Bangalore,UK,4896,3750,62502,3,Contract,Active
2398,Alice,Williams,Female,10-07-1993,31,23-12-2007,17,IT,Analyst,Tom,Bangalore,India,7331,2186,90158,1,Contract,Active
2399,Jack,Clark,Female,10-02-1987,38,08-10-2017,7,Finance,Manager,Priya,Bangalore,Australia,9672,2914,118978,3,Part-Time,Active
2400,Charlie,Davis,Female,04-10-1987,37,31-08-2014,10,Sales,Analyst,John,London,Canada,6146,4632,78384,3,Contract,Active
2401,Hank,Johnson,Female,16-02-1995,30,10-08-2018,6,HR,Analyst,Priya,New York,Australia,8254,2528,101576,3,Contract,Inactive
2402,Frank,Davis,Male,11-12-1974,50,08-06-2023,2,HR,Analyst,Priya,New York,UK,5020,3203,63443,3,Part-Time,Active
2403,Eve,Lee,Male,27-10-1983,41,17-09-2005,19,Marketing,Analyst,Robert,Sydney,USA,9508,4126,118222,3,Part-Time,Active
2404,Eve,Smith,Female,03-03-1985,40,15-07-2009,15,IT,Manager,Angela,Toronto,UK,4426,3537,56649,2,Full-Time,Inactive
2405,Frank,Wilson,Male,28-09-1975,49,03-02-2013,12,Finance,Analyst,Robert,London,UK,7306,1136,88808,5,Contract,Active
2406,Grace,Lee,Male,12-08-1984,40,19-09-2016,8,IT,Coordinator,Robert,New York,UK,4394,2000,54728,3,Full-Time,Active
2407,Alice,Wilson,Male,30-12-1973,51,17-07-2013,11,Sales,Analyst,Tom,Sydney,India,5055,4018,64678,1,Full-Time,Active
2408,Ivy,Davis,Male,26-12-1988,36,23-03-2022,3,Marketing,Manager,John,Toronto,India,7438,1684,90940,3,Contract,Inactive
2409,Charlie,Johnson,Male,11-02-1996,29,11-03-2021,4,Finance,Coordinator,Priya,Sydney,India,9504,3458,117506,4,Part-Time,Active
2410,Diana,Smith,Male,22-01-1993,32,15-08-2006,18,Sales,Analyst,Robert,Sydney,Canada,9162,3975,113919,4,Full-Time,Active
2411,Jack,Davis,Female,10-05-1980,45,24-01-2021,4,IT,Manager,Robert,Toronto,India,7845,2448,96588,4,Part-Time,Active
2412,Alice,Smith,Male,02-08-1979,45,03-12-2008,16,Marketing,Coordinator,Angela,Bangalore,Canada,6651,3169,82981,4,Full-Time,Active
2413,Jack,Brown,Male,05-11-1994,30,01-01-2019,6,Finance,Analyst,Angela,New York,Australia,9328,4732,116668,3,Contract,Active
2414,Charlie,Lewis,Female,09-01-2000,25,24-10-2011,13,IT,Analyst,John,New York,Australia,4881,4403,62975,4,Full-Time,Active
2415,Bob,Lewis,Female,24-10-1998,26,09-04-2020,5,Finance,Analyst,Priya,Toronto,India,4282,2030,53414,2,Full-Time,Active
2416,Bob,Wilson,Female,07-05-1985,40,17-08-2005,19,Marketing,Coordinator,Robert,New York,Australia,5099,1789,62977,3,Full-Time,Active
2417,Alice,Davis,Male,30-07-1987,37,02-08-2020,4,Marketing,Executive,Tom,London,Australia,7084,4679,89687,5,Part-Time,Active
2418,Hank,Khan,Female,12-08-1993,31,11-08-2012,12,IT,Analyst,Angela,London,USA,4350,3997,56197,4,Contract,Inactive
2419,Charlie,Smith,Male,27-09-1995,29,30-09-2008,16,Finance,Manager,Robert,London,India,4546,3626,58178,3,Part-Time,Active
2420,Charlie,Smith,Female,08-08-1991,33,13-06-2009,16,HR,Executive,Tom,Toronto,India,8061,3123,99855,2,Contract,Active
2421,Frank,Khan,Male,08-10-1999,25,24-11-2015,9,Sales,Analyst,Robert,Sydney,UK,4803,4257,61893,1,Contract,Active
2422,Hank,Williams,Male,17-08-1998,26,28-09-2019,5,Marketing,Manager,John,Sydney,UK,4660,1460,57380,3,Full-Time,Active
2423,Ivy,Davis,Female,25-08-2000,24,10-01-2007,18,Finance,Analyst,John,Bangalore,Australia,7183,2365,88561,5,Part-Time,Active
2424,Ivy,Khan,Male,05-05-1984,41,09-11-2022,2,IT,Manager,Tom,Bangalore,UK,6358,4007,80303,1,Part-Time,Active
2425,Diana,Lewis,Male,13-01-1999,26,10-09-2013,11,IT,Analyst,Angela,London,USA,7226,3217,89929,4,Contract,Active
2426,Eve,Smith,Male,23-12-1974,50,29-10-2018,6,Marketing,Manager,John,London,India,5419,3277,68305,3,Full-Time,Active
2427,Bob,Lewis,Male,23-09-1990,34,01-04-2012,13,Marketing,Manager,Angela,Toronto,USA,5225,4380,67080,4,Full-Time,Active
2428,Ivy,Davis,Female,22-12-1983,41,02-09-2010,14,HR,Executive,Tom,London,India,6585,2051,81071,1,Contract,Inactive
2429,Hank,Johnson,Female,10-09-1971,53,16-08-2022,2,IT,Executive,Tom,London,Canada,8060,1569,98289,2,Full-Time,Active
2430,Charlie,Johnson,Female,16-04-1999,26,01-10-2019,5,Finance,Coordinator,Robert,London,India,5196,1772,64124,5,Part-Time,Active
2431,Ivy,Wilson,Male,19-04-1993,32,08-07-2017,7,Sales,Manager,Tom,New York,USA,7973,3653,99329,3,Full-Time,Inactive
2432,Charlie,Lewis,Female,18-03-1987,38,13-08-2021,3,Sales,Manager,Robert,Sydney,Australia,9080,2206,111166,1,Contract,Inactive
2433,Ivy,Lewis,Female,02-04-1971,54,21-01-2023,2,HR,Executive,Angela,New York,UK,5543,1479,67995,1,Contract,Active
2434,Bob,Lewis,Male,16-05-1971,54,03-09-2018,6,Finance,Coordinator,Robert,London,UK,9756,1827,118899,3,Part-Time,Active
2435,Jack,Williams,Female,09-02-1992,33,28-07-2010,14,Sales,Manager,Angela,London,USA,9541,1044,115536,3,Full-Time,Active
2436,Ivy,Lewis,Female,04-05-1976,49,29-12-2016,8,Sales,Analyst,John,New York,UK,7276,1979,89291,4,Contract,Active
2437,Hank,Johnson,Female,10-08-1980,44,31-03-2008,17,Finance,Analyst,Angela,New York,Australia,5704,2912,71360,3,Part-Time,Active
2438,Ivy,Williams,Male,26-02-1988,37,13-08-2006,18,Finance,Coordinator,Priya,Toronto,UK,5422,1915,66979,3,Part-Time,Active
2439,Eve,Wilson,Female,14-08-1983,41,19-07-2016,8,Marketing,Manager,Robert,Toronto,Canada,6642,2896,82600,1,Contract,Inactive
2440,Bob,Brown,Female,27-01-1983,42,10-02-2008,17,Sales,Manager,John,London,India,9714,1505,118073,4,Part-Time,Active
2441,Hank,Lee,Female,30-09-1972,52,03-09-2019,5,Sales,Executive,Angela,New York,Canada,8169,1648,99676,4,Part-Time,Active
2442,Frank,Wilson,Male,01-10-1988,36,14-05-2014,11,HR,Executive,Tom,Toronto,India,4795,4334,61874,5,Full-Time,Active
2443,Hank,Clark,Male,28-06-1981,44,03-01-2012,13,Marketing,Manager,Robert,Bangalore,Canada,4484,3182,56990,5,Contract,Inactive
2444,Eve,Williams,Female,21-05-1988,37,02-01-2005,20,Marketing,Analyst,Angela,New York,UK,7224,4801,91489,5,Contract,Active
2445,Jack,Johnson,Female,02-12-1972,52,11-06-2007,18,Sales,Executive,John,Sydney,UK,7406,3400,92272,5,Full-Time,Active
2446,Bob,Johnson,Female,30-11-1982,42,27-05-2018,7,IT,Analyst,Tom,Bangalore,Australia,8770,2073,107313,4,Part-Time,Active
2447,Frank,Davis,Male,20-11-1996,28,08-12-2017,7,IT,Analyst,Robert,Bangalore,Canada,7919,4806,99834,1,Contract,Inactive
2448,Eve,Smith,Male,04-02-1988,37,06-06-2021,4,Finance,Analyst,John,New York,India,5060,2643,63363,5,Contract,Active
2449,Eve,Lewis,Female,09-11-1978,46,23-06-2017,8,Marketing,Analyst,Tom,London,India,8762,4597,109741,5,Contract,Inactive
2450,Alice,Johnson,Female,13-10-1987,37,19-03-2013,12,Sales,Coordinator,Priya,Sydney,UK,6820,3798,85638,4,Contract,Inactive
2451,Bob,Lewis,Male,04-09-1998,26,24-09-2014,10,Sales,Coordinator,Tom,Toronto,UK,8026,1354,97666,2,Part-Time,Active
2452,Hank,Khan,Male,26-04-1982,43,14-08-2021,3,Sales,Executive,Robert,Toronto,UK,6753,4293,85329,1,Full-Time,Active
2453,Charlie,Smith,Female,30-12-1998,26,06-01-2015,10,HR,Manager,Priya,London,Canada,5895,3338,74078,1,Full-Time,Active
2454,Jack,Khan,Male,03-06-1984,41,30-08-2007,17,IT,Coordinator,Angela,Sydney,India,8976,3238,110950,1,Full-Time,Active
2455,Charlie,Lewis,Female,24-11-1986,38,05-09-2019,5,HR,Manager,Priya,Sydney,Canada,4756,3578,60650,2,Part-Time,Active
2456,Hank,Williams,Female,01-03-1992,33,12-05-2016,9,Sales,Executive,Priya,Bangalore,India,9820,4912,122752,5,Part-Time,Active
2457,Hank,Clark,Male,18-01-1980,45,01-04-2015,10,Sales,Analyst,Priya,Bangalore,India,5662,3362,71306,5,Contract,Active
2458,Bob,Smith,Female,29-11-1982,42,18-04-2020,5,Marketing,Manager,Tom,Sydney,Australia,7067,4921,89725,1,Part-Time,Active
2459,Hank,Williams,Female,10-06-1996,29,06-07-2016,8,Marketing,Coordinator,Priya,New York,UK,7578,4391,95327,2,Full-Time,Active
2460,Alice,Johnson,Female,14-08-1986,38,07-10-2005,19,IT,Manager,Priya,New York,Canada,6933,3752,86948,2,Full-Time,Active
2461,Frank,Clark,Female,16-05-1975,50,02-11-2020,4,Finance,Coordinator,Angela,New York,Canada,5503,3559,69595,4,Part-Time,Inactive
2462,Hank,Brown,Female,25-05-1972,53,26-08-2009,15,Sales,Manager,Priya,Sydney,UK,4827,3064,60988,4,Contract,Active
2463,Charlie,Johnson,Female,30-11-1993,31,05-03-2019,6,Marketing,Coordinator,Tom,Toronto,Canada,7519,3261,93489,5,Full-Time,Active
2464,Hank,Lee,Female,18-08-1979,45,27-11-2012,12,IT,Analyst,John,New York,Australia,5567,2291,69095,5,Part-Time,Active
2465,Alice,Wilson,Male,01-08-1980,44,24-11-2012,12,HR,Manager,John,Toronto,Canada,6447,4382,81746,5,Full-Time,Active
2466,Ivy,Smith,Male,27-04-1982,43,30-12-2013,11,Sales,Executive,Tom,New York,India,7948,1913,97289,1,Contract,Inactive
2467,Ivy,Lee,Female,21-03-1995,30,20-10-2014,10,Finance,Manager,Tom,Sydney,UK,5238,2985,65841,1,Full-Time,Active
2468,Eve,Lewis,Male,21-10-1989,35,02-03-2011,14,IT,Coordinator,Priya,New York,UK,6169,1407,75435,4,Full-Time,Active
2469,Jack,Smith,Female,04-05-1996,29,15-09-2017,7,Finance,Manager,Tom,Toronto,Australia,7908,1230,96126,5,Part-Time,Active
2470,Diana,Wilson,Female,14-04-1986,39,15-06-2011,14,Sales,Executive,Priya,London,Canada,6374,4203,80691,5,Full-Time,Active
2471,Frank,Smith,Male,29-07-1971,53,29-08-2017,7,IT,Analyst,Robert,Toronto,India,4673,1086,57162,4,Full-Time,Active
2472,Grace,Williams,Female,29-12-1973,51,16-04-2010,15,Marketing,Manager,Angela,London,USA,6289,1508,76976,1,Part-Time,Active
2473,Eve,Khan,Female,01-04-1990,35,08-05-2014,11,Finance,Analyst,Angela,Toronto,India,4969,4587,64215,1,Full-Time,Active
2474,Jack,Davis,Male,14-07-1996,28,06-10-2007,17,HR,Analyst,Angela,New York,India,4631,1788,57360,4,Part-Time,Active
2475,Ivy,Williams,Male,06-07-1996,28,13-08-2019,5,HR,Analyst,Robert,New York,Canada,5621,3074,70526,2,Contract,Active
2476,Charlie,Wilson,Male,08-09-1978,46,26-11-2017,7,Finance,Coordinator,Angela,Toronto,USA,8372,4594,105058,3,Contract,Active
2477,Grace,Smith,Male,06-10-1976,48,18-08-2020,4,Sales,Manager,Priya,New York,Australia,6962,2213,85757,3,Contract,Active
2478,Jack,Williams,Male,21-05-1979,46,10-09-2010,14,Sales,Manager,John,New York,Canada,8009,2343,98451,4,Contract,Active
2479,Jack,Khan,Male,09-05-1991,34,27-06-2016,8,Sales,Executive,Angela,Sydney,UK,9158,3647,113543,2,Contract,Active
2480,Eve,Lee,Female,08-03-1991,34,07-06-2012,13,HR,Analyst,Angela,Bangalore,USA,7884,1666,96274,4,Part-Time,Active
2481,Grace,Williams,Male,26-04-1999,26,31-08-2008,16,HR,Coordinator,Priya,Bangalore,UK,5368,1122,65538,5,Part-Time,Inactive
2482,Bob,Lewis,Male,08-07-1981,43,27-07-2017,7,Marketing,Coordinator,Priya,Toronto,USA,9004,1447,109495,2,Full-Time,Active
2483,Diana,Lee,Female,10-01-1976,49,07-02-2015,10,Sales,Executive,Angela,Bangalore,UK,8778,4619,109955,5,Full-Time,Active
2484,Bob,Wilson,Female,12-02-1978,47,10-02-2023,2,HR,Manager,Tom,London,Canada,7922,3650,98714,4,Contract,Inactive
2485,Grace,Lee,Male,27-11-1988,36,12-01-2007,18,HR,Manager,Robert,Toronto,USA,4373,4830,57306,1,Contract,Active
2486,Bob,Smith,Female,27-01-1979,46,05-06-2020,5,Sales,Coordinator,John,Toronto,Australia,5502,4547,70571,5,Full-Time,Active
2487,Alice,Clark,Female,06-01-1978,47,04-01-2007,18,Sales,Coordinator,John,London,Canada,5217,1061,63665,1,Contract,Active
2488,Ivy,Clark,Female,18-04-1994,31,01-10-2020,4,HR,Executive,Robert,Bangalore,USA,5131,3478,65050,1,Part-Time,Active
2489,Alice,Brown,Female,11-03-1993,32,12-12-2009,15,Finance,Coordinator,Angela,London,UK,5667,3273,71277,4,Part-Time,Inactive
2490,Hank,Lewis,Female,17-03-1982,43,12-12-2018,6,HR,Coordinator,Angela,New York,India,4755,4967,62027,4,Contract,Active
2491,Bob,Smith,Female,07-07-1974,51,07-07-2011,13,Marketing,Executive,Angela,Toronto,USA,7182,4393,90577,3,Part-Time,Active
2492,Hank,Wilson,Female,18-02-1985,40,10-12-2013,11,IT,Analyst,Angela,Sydney,Canada,5919,1296,72324,5,Full-Time,Inactive
2493,Charlie,Johnson,Male,08-08-1995,29,20-10-2009,15,Sales,Coordinator,Angela,London,UK,9691,1217,117509,1,Part-Time,Active
2494,Frank,Clark,Female,29-05-1992,33,06-07-2022,2,Marketing,Manager,John,Toronto,Canada,5329,4500,68448,5,Contract,Active
2495,Charlie,Wilson,Male,30-05-1976,49,14-01-2021,4,Finance,Analyst,Angela,Toronto,UK,4342,1078,53182,5,Part-Time,Active
2496,Grace,Lee,Female,27-02-1974,51,22-10-2007,17,IT,Coordinator,Priya,London,Canada,7374,3812,92300,4,Contract,Active
2497,Jack,Williams,Female,13-01-1975,50,22-01-2009,16,HR,Analyst,Tom,Sydney,USA,4016,1535,49727,5,Contract,Active
2498,Ivy,Clark,Male,20-05-1972,53,13-10-2020,4,Sales,Coordinator,Angela,Toronto,USA,7925,1402,96502,3,Part-Time,Inactive
2499,Bob,Smith,Female,01-03-1985,40,07-04-2019,6,HR,Manager,Priya,New York,USA,6615,2734,82114,2,Contract,Active
2500,Eve,Clark,Female,07-02-1996,29,10-01-2012,13,Marketing,Coordinator,John,New York,UK,5723,4920,73596,1,Part-Time,Inactive
2501,Frank,Khan,Male,29-09-1998,26,25-09-2014,10,Sales,Manager,Priya,New York,Australia,7254,2519,89567,2,Full-Time,Active
2502,Diana,Khan,Female,30-12-1984,40,15-11-2009,15,HR,Coordinator,Robert,Sydney,Canada,8358,4139,104435,2,Contract,Inactive
2503,Diana,Khan,Female,21-08-1995,29,06-03-2015,10,Sales,Coordinator,Robert,Bangalore,Australia,9184,2507,112715,1,Contract,Active
2504,Diana,Lewis,Male,02-02-1973,52,08-01-2022,3,Marketing,Analyst,Priya,New York,Australia,8376,3343,103855,2,Contract,Active
2505,Bob,Clark,Male,18-10-1987,37,01-04-2022,3,HR,Executive,Angela,London,Australia,4498,1093,55069,5,Full-Time,Active
2506,Diana,Brown,Female,08-07-1973,51,12-03-2018,7,IT,Manager,Angela,Bangalore,India,9655,1191,117051,4,Part-Time,Inactive
2507,Alice,Wilson,Male,28-12-1993,31,18-10-2010,14,Finance,Analyst,Angela,London,Canada,9727,3739,120463,3,Part-Time,Active
2508,Frank,Khan,Female,04-11-1977,47,03-07-2017,7,HR,Executive,Priya,Sydney,India,5372,4754,69218,3,Full-Time,Inactive
2509,Alice,Lee,Female,21-07-1986,38,15-12-2011,13,Sales,Analyst,Robert,New York,Canada,7374,3408,91896,5,Contract,Active
2510,Jack,Smith,Male,01-06-1975,50,23-08-2022,2,HR,Manager,Robert,Toronto,India,8268,2213,101429,4,Full-Time,Active
2511,Frank,Lewis,Male,26-08-1993,31,18-12-2020,4,Sales,Executive,John,New York,Canada,6460,4510,82030,4,Part-Time,Active
2512,Alice,Davis,Male,08-12-1995,29,01-08-2019,5,Marketing,Executive,Robert,Sydney,USA,9944,3473,122801,2,Contract,Active
2513,Frank,Khan,Male,19-10-1983,41,13-02-2013,12,Finance,Executive,Robert,New York,Australia,6530,3490,81850,3,Part-Time,Active
2514,Jack,Wilson,Female,10-04-1989,36,23-07-2012,12,Sales,Manager,Tom,New York,UK,6182,4119,78303,3,Full-Time,Active
2515,Hank,Lee,Male,04-03-1994,31,17-11-2023,1,HR,Manager,Robert,New York,Australia,4158,1301,51197,3,Full-Time,Active
2516,Bob,Smith,Male,21-02-1978,47,21-09-2011,13,Marketing,Analyst,Priya,Sydney,Canada,4620,4636,60076,1,Contract,Active
2517,Bob,Williams,Female,01-09-1982,42,30-05-2023,2,IT,Coordinator,Angela,New York,UK,4241,3167,54059,3,Full-Time,Active
2518,Diana,Johnson,Female,29-04-1970,55,13-04-2015,10,HR,Coordinator,Priya,Toronto,Australia,7259,4391,91499,1,Full-Time,Active
2519,Charlie,Lee,Female,26-11-1991,33,30-04-2010,15,Finance,Coordinator,Angela,Toronto,Canada,7255,1787,88847,5,Contract,Active
2520,Diana,Brown,Female,11-04-1976,49,23-03-2014,11,Marketing,Coordinator,Angela,Bangalore,Australia,9791,2661,120153,1,Full-Time,Active
2521,Grace,Lee,Female,06-10-1975,49,14-03-2012,13,HR,Analyst,John,Bangalore,Canada,6653,3460,83296,1,Contract,Active
2522,Alice,Lee,Female,03-12-1972,52,13-06-2006,19,Sales,Manager,Robert,Bangalore,India,9436,3025,116257,4,Full-Time,Active
2523,Frank,Brown,Female,28-02-1971,54,03-08-2016,8,Sales,Analyst,John,Bangalore,India,6236,2146,76978,2,Full-Time,Active
2524,Charlie,Williams,Female,16-06-1980,45,03-06-2022,3,Sales,Executive,Angela,Toronto,USA,7659,3101,95009,4,Full-Time,Active
2525,Jack,Lewis,Female,03-02-1991,34,29-03-2023,2,HR,Manager,Tom,Bangalore,UK,8543,2972,105488,3,Full-Time,Active
2526,Grace,Clark,Male,04-07-1973,52,11-01-2009,16,Finance,Manager,Tom,London,India,4265,2241,53421,4,Part-Time,Active
2527,Jack,Smith,Male,30-05-1997,28,08-03-2022,3,Sales,Coordinator,John,Sydney,Canada,5433,3386,68582,2,Contract,Active
2528,Bob,Lee,Female,26-05-1979,46,29-07-2010,14,HR,Analyst,John,Sydney,Australia,5092,3183,64287,1,Full-Time,Inactive
2529,Bob,Lee,Male,02-02-1972,53,05-01-2020,5,HR,Coordinator,Robert,Toronto,USA,8694,1485,105813,1,Contract,Active
2530,Diana,Brown,Female,18-06-1974,51,18-01-2016,9,Finance,Manager,John,Sydney,Australia,7400,3067,91867,5,Contract,Active
2531,Alice,Wilson,Female,21-01-1985,40,29-09-2008,16,Marketing,Coordinator,John,Sydney,Australia,9216,4581,115173,5,Part-Time,Inactive
2532,Charlie,Lee,Female,22-08-1993,31,16-09-2009,15,Marketing,Executive,Priya,New York,UK,6301,4520,80132,2,Full-Time,Active
2533,Ivy,Lee,Female,03-04-1978,47,08-11-2007,17,HR,Manager,John,Bangalore,Australia,6852,2999,85223,2,Full-Time,Active
2534,Grace,Brown,Male,01-07-1999,26,20-07-2014,10,Marketing,Executive,John,Bangalore,UK,4925,4385,63485,4,Part-Time,Active
2535,Grace,Wilson,Male,06-02-1974,51,01-01-2021,4,IT,Manager,Priya,New York,Canada,7585,2088,93108,2,Full-Time,Active
2536,Diana,Brown,Female,02-09-1992,32,14-07-2006,18,Finance,Coordinator,Angela,Toronto,Australia,9417,2442,115446,4,Part-Time,Active
2537,Bob,Lewis,Male,03-08-1998,26,14-04-2009,16,HR,Manager,Angela,London,Australia,6243,4719,79635,5,Full-Time,Inactive
2538,Diana,Lee,Male,10-02-1995,30,03-10-2018,6,Marketing,Manager,Priya,Toronto,Australia,9081,3695,112667,4,Part-Time,Active
2539,Frank,Khan,Female,10-09-1993,31,30-10-2013,11,Marketing,Analyst,Robert,London,Canada,5885,2985,73605,4,Part-Time,Active
2540,Charlie,Smith,Female,23-09-1979,45,24-09-2022,2,Finance,Analyst,John,London,India,9026,1539,109851,5,Contract,Active
2541,Alice,Wilson,Male,23-12-1999,25,26-01-2021,4,Sales,Executive,Robert,New York,India,8745,3654,108594,3,Part-Time,Active
2542,Hank,Khan,Male,12-04-1999,26,11-09-2022,2,Marketing,Analyst,Tom,Toronto,Canada,7614,1939,93307,2,Full-Time,Inactive
2543,Eve,Brown,Female,29-11-1990,34,06-12-2009,15,Finance,Manager,Robert,Bangalore,USA,9838,1015,119071,1,Full-Time,Active
2544,Eve,Lee,Female,20-06-1993,32,15-12-2013,11,Sales,Analyst,John,Toronto,USA,7589,3506,94574,5,Full-Time,Active
2545,Diana,Brown,Male,24-04-1982,43,16-06-2020,5,HR,Coordinator,Angela,Toronto,UK,9184,3032,113240,4,Part-Time,Active
2546,Frank,Clark,Female,21-09-1982,42,17-12-2009,15,Sales,Analyst,John,London,Canada,7785,1319,94739,1,Full-Time,Active
2547,Charlie,Clark,Female,03-03-1978,47,24-11-2018,6,Marketing,Executive,John,London,USA,4897,4021,62785,2,Part-Time,Active
2548,Ivy,Lewis,Female,19-05-1978,47,09-06-2013,12,HR,Manager,John,Bangalore,UK,7575,3468,94368,1,Part-Time,Inactive
2549,Eve,Lee,Male,14-06-1991,34,02-09-2016,8,HR,Coordinator,Robert,Bangalore,Australia,5416,2147,67139,1,Part-Time,Active
2550,Charlie,Lee,Male,18-08-1988,36,27-05-2005,20,Sales,Coordinator,Angela,London,Australia,8688,3592,107848,2,Full-Time,Active
2551,Alice,Khan,Female,25-07-1990,34,26-06-2015,10,HR,Executive,Angela,Toronto,USA,5871,3567,74019,4,Part-Time,Inactive
2552,Jack,Davis,Male,29-01-1978,47,07-06-2017,8,Sales,Analyst,Robert,London,UK,9569,3792,118620,4,Full-Time,Active
2553,Frank,Lee,Female,07-06-1982,43,19-10-2010,14,Sales,Manager,Robert,Sydney,UK,6383,2825,79421,3,Full-Time,Active
2554,Bob,Lewis,Male,24-04-1990,35,01-12-2019,5,Sales,Executive,Robert,Sydney,India,9986,1652,121484,4,Contract,Active
2555,Charlie,Wilson,Male,08-08-1986,38,24-09-2018,6,Finance,Coordinator,Tom,London,USA,7642,3831,95535,3,Part-Time,Active
2556,Alice,Wilson,Male,19-09-1997,27,17-04-2012,13,Marketing,Coordinator,Tom,Bangalore,India,8827,4875,110799,5,Full-Time,Active
2557,Ivy,Brown,Female,23-12-1990,34,24-08-2019,5,HR,Coordinator,John,London,Canada,9362,3741,116085,2,Full-Time,Active
2558,Hank,Khan,Female,15-05-1979,46,14-04-2021,4,IT,Executive,Tom,Toronto,UK,8748,3406,108382,3,Part-Time,Inactive
2559,Bob,Williams,Female,14-06-1975,50,18-10-2020,4,Marketing,Coordinator,Robert,Sydney,India,4261,2748,53880,2,Part-Time,Active
2560,Hank,Johnson,Male,23-07-1980,44,15-11-2005,19,IT,Manager,Robert,New York,UK,9528,2872,117208,1,Contract,Active
2561,Ivy,Brown,Female,22-01-1974,51,14-11-2015,9,Sales,Coordinator,Robert,Bangalore,Canada,5470,1550,67190,2,Full-Time,Active
2562,Alice,Lee,Female,20-12-1976,48,24-04-2016,9,HR,Executive,Angela,New York,India,5210,4190,66710,2,Contract,Active
2563,Eve,Brown,Female,22-07-1981,43,28-09-2020,4,Marketing,Executive,Angela,Bangalore,Canada,8838,1436,107492,2,Part-Time,Active
2564,Hank,Williams,Female,20-02-2000,25,12-09-2005,19,IT,Coordinator,Tom,New York,UK,7673,4617,96693,1,Part-Time,Active
2565,Bob,Johnson,Male,05-10-1971,53,29-08-2008,16,IT,Executive,Priya,New York,UK,4941,1785,61077,4,Full-Time,Active
2566,Diana,Williams,Female,23-09-1980,44,06-11-2018,6,IT,Analyst,Priya,London,Australia,6293,2576,78092,3,Contract,Active
